KEV,INTENSITY
2.07527,1.641650
2.08271,1.728350
2.09015,1.621300
2.09758,1.643350
2.10502,1.614200
2.11246,1.564150
2.11990,1.601500
2.12734,1.579800
2.13477,1.561950
2.14221,1.490450
2.14965,1.632450
2.15709,1.548450
2.16453,1.586300
2.17197,1.491150
2.17940,1.598650
2.18684,1.607450
2.19428,1.537800
2.20172,1.352050
2.20916,1.545350
2.21660,1.550150
2.22403,1.558950
2.23147,1.542450
2.23891,1.430150
2.24635,1.368600
2.25379,1.447200
2.26122,1.423200
2.26866,1.476900
2.27610,1.430150
2.28354,1.529800
2.29098,1.468250
2.29842,1.396550
2.30585,1.439300
2.31329,1.397600
2.32073,1.454250
2.32817,1.414650
2.33561,1.227450
2.34305,1.483750
2.35048,1.389050
2.35792,1.394800
2.36536,1.310600
2.37280,1.332300
2.38024,1.422550
2.38767,1.301000
2.39511,1.332300
2.40255,1.241450
2.40999,1.332300
2.41743,1.343350
2.42487,1.278150
2.43230,1.238550
2.43974,1.341950
2.44718,1.259250
2.45462,1.370150
2.46206,1.352050
2.46950,1.322700
2.47693,1.272650
2.48437,1.412050
2.49181,1.292150
2.49925,1.300500
2.50669,1.347300
2.51412,1.159000
2.52156,1.264450
2.52900,1.267050
2.53644,1.190100
2.54388,1.360050
2.55132,1.292150
2.55875,1.311600
2.56619,1.358000
2.57363,1.305300
2.58107,1.230400
2.58851,1.278150
2.59595,1.289900
2.60338,1.265700
2.61082,1.263150
2.61826,1.300500
2.62570,1.242850
2.63314,1.300500
2.64057,1.310600
2.64801,1.130000
2.65545,1.254600
2.66289,1.265700
2.67033,1.309550
2.67777,1.352050
2.68520,1.253900
2.69264,1.384700
2.70008,1.370150
2.70752,1.188250
2.71496,1.317750
2.72240,1.388350
2.72983,1.321700
2.73727,1.278800
2.74471,1.341950
2.75215,1.329500
2.75959,1.331350
2.76702,1.237800
2.77446,1.171200
2.78190,1.351200
2.78934,1.308500
2.79678,1.278800
2.80422,1.287000
2.81165,1.259250
2.81909,1.254600
2.82653,1.249150
2.83397,1.296050
2.84141,1.413700
2.84885,1.278800
2.85628,1.296050
2.86372,1.210800
2.87116,1.300500
2.87860,1.286400
2.88604,1.278800
2.89347,1.175100
2.90091,1.288750
2.90835,1.254600
2.91579,1.263150
2.92323,1.234150
2.93067,1.431400
2.93810,1.300500
2.94554,1.340600
2.95298,1.308500
2.96042,1.292150
2.96786,1.310600
2.97530,1.368600
2.98273,1.267050
2.99017,1.289900
2.99761,1.276300
3.00505,1.196350
3.01249,1.322200
3.01992,1.331350
3.02736,1.175100
3.03480,1.254600
3.04224,1.242850
3.04968,1.141650
3.05712,1.259250
3.06455,1.210800
3.07199,1.159000
3.07943,1.145000
3.08687,1.154800
3.09431,1.008495
3.10175,1.207450
3.10918,1.265700
3.11662,1.288750
3.12406,1.317750
3.13150,1.310600
3.13894,1.217250
3.14637,1.146100
3.15381,1.171200
3.16125,1.278150
3.16869,1.190100
3.17613,1.255300
3.18357,1.215700
3.19100,1.351200
3.19844,1.322200
3.20588,1.157970
3.21332,1.263150
3.22076,1.397900
3.22820,1.332300
3.23563,1.288750
3.24307,1.352050
3.25051,1.366200
3.25795,1.358000
3.26539,1.249150
3.27282,1.276300
3.28026,1.317750
3.28770,1.349450
3.29514,1.329500
3.30258,1.370950
3.31002,1.308500
3.31745,1.296650
3.32489,1.229700
3.33233,1.320250
3.33977,1.421300
3.34721,1.351200
3.35465,1.278800
3.36208,1.338350
3.36952,1.317750
3.37696,1.414650
3.38440,1.366200
3.39184,1.276300
3.39927,1.360050
3.40671,1.340600
3.41415,1.374100
3.42159,1.349450
3.42903,1.349450
3.43647,1.263150
3.44390,1.426550
3.45134,1.409750
3.45878,1.332300
3.46622,1.343350
3.47366,1.461400
3.48110,1.477100
3.48853,1.349450
3.49597,1.454250
3.50341,1.503250
3.51085,1.454250
3.51829,1.555300
3.52573,1.497800
3.53316,1.491600
3.54060,1.413700
3.54804,1.568050
3.55548,1.611650
3.56292,1.591100
3.57035,1.622800
3.57779,1.516700
3.58523,1.593800
3.59267,1.621300
3.60011,1.643700
3.60755,1.644350
3.61498,1.648350
3.62242,1.740400
3.62986,1.647650
3.63730,1.703300
3.64474,1.698450
3.65218,1.735500
3.65961,1.643350
3.66705,1.766750
3.67449,1.721400
3.68193,1.722300
3.68937,1.714000
3.69680,1.763400
3.70424,1.694600
3.71168,1.751900
3.71912,1.622800
3.72656,1.716000
3.73400,1.703300
3.74143,1.646150
3.74887,1.700700
3.75631,1.652200
3.76375,1.649350
3.77119,1.590500
3.77863,1.680900
3.78606,1.564200
3.79350,1.454250
3.80094,1.446900
3.80838,1.476400
3.81582,1.515300
3.82325,1.541250
3.83069,1.523850
3.83813,1.516700
3.84557,1.455850
3.85301,1.535600
3.86045,1.535600
3.86788,1.511800
3.87532,1.579150
3.88276,1.511450
3.89020,1.491400
3.89764,1.435800
3.90508,1.469750
3.91251,1.430450
3.91995,1.414650
3.92739,1.386900
3.93483,1.458200
3.94227,1.435800
3.94970,1.341950
3.95714,1.476150
3.96458,1.511800
3.97202,1.415000
3.97946,1.543900
3.98690,1.368600
3.99433,1.273250
4.00177,1.267050
4.00921,1.440100
4.01665,1.451500
4.02409,1.439300
4.03153,1.491400
4.03896,1.462400
4.04640,1.431100
4.05384,1.338800
4.06128,1.453200
4.06872,1.268900
4.07615,1.368600
4.08359,1.504300
4.09103,1.466750
4.09847,1.347300
4.10591,1.503250
4.11335,1.449350
4.12078,1.379800
4.12822,1.386150
4.13566,1.361300
4.14310,1.326600
4.15054,1.430150
4.15798,1.510600
4.16541,1.505600
4.17285,1.389050
4.18029,1.430150
4.18773,1.440100
4.19517,1.416900
4.20260,1.489350
4.21004,1.409750
4.21748,1.384700
4.22492,1.303750
4.23236,1.358000
4.23980,1.555650
4.24723,1.582500
4.25467,1.495650
4.26211,1.404450
4.26955,1.452900
4.27699,1.590950
4.28443,1.503250
4.29186,1.529800
4.29930,1.561950
4.30674,1.583950
4.31418,1.549850
4.32162,1.685700
4.32905,1.658000
4.33649,1.642450
4.34393,1.643500
4.35137,1.622150
4.35881,1.635000
4.36625,1.646150
4.37368,1.750800
4.38112,1.730550
4.38856,1.707800
4.39600,1.685550
4.40344,1.819050
4.41088,1.715950
4.41831,1.720150
4.42575,1.806600
4.43319,1.801100
4.44063,1.814100
4.44807,1.853100
4.45550,1.799300
4.46294,1.885300
4.47038,1.822800
4.47782,1.857150
4.48526,1.863350
4.49270,1.875100
4.50013,1.880450
4.50757,1.926800
4.51501,1.934400
4.52245,1.894850
4.52989,1.877850
4.53733,1.877850
4.54476,1.949250
4.55220,1.949350
4.55964,1.852500
4.56708,1.955850
4.57452,1.848200
4.58195,1.870350
4.58939,1.805950
4.59683,1.827850
4.60427,1.819250
4.61171,1.813700
4.61915,1.841950
4.62658,1.845100
4.63402,1.891500
4.64146,1.812550
4.64890,1.742150
4.65634,1.743450
4.66378,1.781350
4.67121,1.818750
4.67865,1.755300
4.68609,1.724200
4.69353,1.697600
4.70097,1.686500
4.70840,1.652800
4.71584,1.570850
4.72328,1.721500
4.73072,1.665400
4.73816,1.536650
4.74560,1.562250
4.75303,1.617150
4.76047,1.572150
4.76791,1.705850
4.77535,1.628350
4.78279,1.643000
4.79023,1.681150
4.79766,1.640650
4.80510,1.618000
4.81254,1.718550
4.81998,1.665400
4.82742,1.703100
4.83485,1.683900
4.84229,1.657350
4.84973,1.581600
4.85717,1.689550
4.86461,1.699700
4.87205,1.705500
4.87948,1.730550
4.88692,1.773300
4.89436,1.742150
4.90180,1.709400
4.90924,1.677800
4.91668,1.720000
4.92411,1.676600
4.93155,1.744300
4.93899,1.778200
4.94643,1.744150
4.95387,1.838700
4.96131,1.735500
4.96874,1.818350
4.97618,1.848050
4.98362,1.853900
4.99106,1.806100
4.99850,1.752050
5.00593,1.758850
5.01337,1.819050
5.02081,1.859500
5.02825,1.835100
5.03569,1.887800
5.04313,1.865250
5.05056,1.817750
5.05800,1.777900
5.06544,1.877950
5.07288,1.812450
5.08032,1.886450
5.08776,1.872050
5.09519,1.888200
5.10263,1.911150
5.11007,1.894150
5.11751,1.850450
5.12495,1.886450
5.13238,1.941950
5.13982,1.925550
5.14726,1.948700
5.15470,2.033400
5.16214,1.986650
5.16958,2.051000
5.17701,2.043350
5.18445,2.043050
5.19189,2.030600
5.19933,2.125900
5.20677,2.100900
5.21421,2.158900
5.22164,2.173750
5.22908,2.227850
5.23652,2.229850
5.24396,2.254300
5.25140,2.261350
5.25883,2.301300
5.26627,2.285450
5.27371,2.358850
5.28115,2.347900
5.28859,2.409900
5.29603,2.432000
5.30346,2.441700
5.31090,2.439850
5.31834,2.453200
5.32578,2.477850
5.33322,2.522400
5.34066,2.504350
5.34809,2.536500
5.35553,2.532100
5.36297,2.586600
5.37041,2.563850
5.37785,2.544000
5.38528,2.587350
5.39272,2.584700
5.40016,2.621700
5.40760,2.628350
5.41504,2.591450
5.42248,2.605100
5.42991,2.608150
5.43735,2.577900
5.44479,2.610650
5.45223,2.575150
5.45967,2.554450
5.46711,2.579100
5.47454,2.530400
5.48198,2.538850
5.48942,2.534700
5.49686,2.510850
5.50430,2.494850
5.51173,2.495950
5.51917,2.495400
5.52661,2.437850
5.53405,2.441450
5.54149,2.412400
5.54893,2.388700
5.55636,2.351850
5.56380,2.346950
5.57124,2.359800
5.57868,2.336400
5.58612,2.293300
5.59356,2.244650
5.60099,2.244150
5.60843,2.214600
5.61587,2.199400
5.62331,2.155900
5.63075,2.178000
5.63818,2.076200
5.64562,2.125400
5.65306,2.001250
5.66050,2.004950
5.66794,1.992500
5.67538,2.067150
5.68281,1.960650
5.69025,1.958950
5.69769,1.938100
5.70513,1.805400
5.71257,1.904200
5.72001,1.854650
5.72744,1.753400
5.73488,1.838700
5.74232,1.802400
5.74976,1.849150
5.75720,1.856300
5.76463,1.838800
5.77207,1.722300
5.77951,1.726800
5.78695,1.795850
5.79439,1.822200
5.80183,1.854000
5.80926,1.888550
5.81670,1.865800
5.82414,1.890950
5.83158,1.873150
5.83902,1.902550
5.84646,1.859800
5.85389,1.893800
5.86133,1.917950
5.86877,1.981400
5.87621,1.894650
5.88365,1.925900
5.89108,1.939250
5.89852,1.958600
5.90596,1.919050
5.91340,1.946400
5.92084,1.979000
5.92828,1.931950
5.93571,1.906800
5.94315,1.921300
5.95059,1.970750
5.95803,1.971550
5.96547,1.955200
5.97291,1.946600
5.98034,1.905600
5.98778,1.968500
5.99522,1.926500
6.00266,1.948050
6.01010,1.926850
6.01753,1.918200
6.02497,1.971900
6.03241,1.931350
6.03985,1.897600
6.04729,1.941650
6.05473,1.883500
6.06216,1.841050
6.06960,1.865050
6.07704,1.877950
6.08448,1.815900
6.09192,1.848050
6.09936,1.777200
6.10679,1.869200
6.11423,1.827100
6.12167,1.787700
6.12911,1.802150
6.13655,1.792300
6.14398,1.761100
6.15142,1.736400
6.15886,1.759300
6.16630,1.769300
6.17374,1.755950
6.18118,1.776750
6.18861,1.810600
6.19605,1.862950
6.20349,1.770800
6.21093,1.885550
6.21837,1.772650
6.22581,1.877200
6.23324,1.802400
6.24068,1.851050
6.24812,1.822500
6.25556,1.846400
6.26300,1.866050
6.27044,1.914100
6.27787,1.846850
6.28531,1.896500
6.29275,1.900350
6.30019,1.879450
6.30763,1.915950
6.31506,1.908350
6.32250,1.944200
6.32994,1.963500
6.33738,1.968950
6.34482,1.941650
6.35226,1.988300
6.35969,1.981900
6.36713,2.046750
6.37457,2.009200
6.38201,2.021150
6.38945,2.003800
6.39689,2.029300
6.40432,2.018500
6.41176,2.016950
6.41920,2.042850
6.42664,2.026550
6.43408,2.029350
6.44151,2.034650
6.44895,2.058800
6.45639,2.014500
6.46383,2.079200
6.47127,2.014300
6.47871,2.051050
6.48614,2.009350
6.49358,1.997750
6.50102,2.052950
6.50846,2.117250
6.51590,2.096700
6.52334,2.054900
6.53077,2.043000
6.53821,2.067950
6.54565,2.069950
6.55309,2.089200
6.56053,2.036750
6.56796,2.059150
6.57540,2.072100
6.58284,2.122100
6.59028,2.132800
6.59772,2.113450
6.60516,2.098650
6.61259,2.118950
6.62003,2.127250
6.62747,2.165800
6.63491,2.129100
6.64235,2.194500
6.64979,2.194500
6.65722,2.200700
6.66466,2.186100
6.67210,2.125450
6.67954,2.146100
6.68698,2.264400
6.69441,2.301550
6.70185,2.311500
6.70929,2.365350
6.71673,2.382650
6.72417,2.394150
6.73161,2.432050
6.73904,2.418950
6.74648,2.490700
6.75392,2.515250
6.76136,2.521750
6.76880,2.552650
6.77624,2.580950
6.78367,2.620400
6.79111,2.615350
6.79855,2.648350
6.80599,2.670250
6.81343,2.666450
6.82086,2.729600
6.82830,2.727150
6.83574,2.747000
6.84318,2.766000
6.85062,2.752650
6.85806,2.777800
6.86549,2.797550
6.87293,2.823150
6.88037,2.823000
6.88781,2.821100
6.89525,2.842500
6.90269,2.852400
6.91012,2.848050
6.91756,2.853100
6.92500,2.867800
6.93244,2.869100
6.93988,2.882300
6.94731,2.849100
6.95475,2.854250
6.96219,2.851100
6.96963,2.829250
6.97707,2.799600
6.98451,2.830800
6.99194,2.808600
6.99938,2.801900
7.00682,2.805550
7.01426,2.791550
7.02170,2.781450
7.02914,2.745400
7.03657,2.728050
7.04401,2.710700
7.05145,2.653150
7.05889,2.668900
7.06633,2.663700
7.07376,2.650700
7.08120,2.556850
7.08864,2.548050
7.09608,2.533250
7.10352,2.525000
7.11096,2.508950
7.11839,2.474800
7.12583,2.442450
7.13327,2.410550
7.14071,2.370850
7.14815,2.301300
7.15559,2.318900
7.16302,2.321150
7.17046,2.249050
7.17790,2.173100
7.18534,2.195800
7.19278,2.173100
7.20021,2.123050
7.20765,2.130300
7.21509,2.070050
7.22253,2.008450
7.22997,2.062250
7.23741,1.988950
7.24484,1.934250
7.25228,1.926650
7.25972,1.926450
7.26716,1.837900
7.27460,1.861300
7.28204,1.874100
7.28947,1.853800
7.29691,1.800500
7.30435,1.831000
7.31179,1.817100
7.31923,1.794750
7.32666,1.788750
7.33410,1.846850
7.34154,1.760000
7.34898,1.781550
7.35642,1.784400
7.36386,1.782650
7.37129,1.736800
7.37873,1.773750
7.38617,1.829300
7.39361,1.869300
7.40105,1.799100
7.40849,1.812450
7.41592,1.862300
7.42336,1.850150
7.43080,1.833050
7.43824,1.859900
7.44568,1.872050
7.45311,1.788550
7.46055,1.894850
7.46799,1.816200
7.47543,1.828700
7.48287,1.891200
7.49031,1.973100
7.49774,2.008450
7.50518,1.985600
7.51262,1.972750
7.52006,2.032950
7.52750,2.032750
7.53494,2.043350
7.54237,1.993400
7.54981,2.047150
7.55725,2.060300
7.56469,2.083250
7.57213,2.075450
7.57956,2.020450
7.58700,2.089850
7.59444,2.108850
7.60188,2.095150
7.60932,2.033750
7.61676,1.945750
7.62419,2.029350
7.63163,2.064050
7.63907,2.115450
7.64651,2.100050
7.65395,2.078800
7.66139,2.063400
7.66882,2.079150
7.67626,2.102050
7.68370,2.023300
7.69114,2.064450
7.69858,2.034400
7.70602,2.039400
7.71345,1.999750
7.72089,2.026150
7.72833,2.009350
7.73577,1.999650
7.74321,1.967850
7.75064,1.984550
7.75808,1.932950
7.76552,1.859100
7.77296,1.944050
7.78040,1.819500
7.78784,1.904450
7.79527,1.775950
7.80271,1.880800
7.81015,1.784700
7.81759,1.781750
7.82503,1.787150
7.83247,1.707500
7.83990,1.681150
7.84734,1.748150
7.85478,1.648350
7.86222,1.628150
7.86966,1.608750
7.87709,1.579150
7.88453,1.519150
7.89197,1.516700
7.89941,1.601950
7.90685,1.446900
7.91429,1.460050
7.92172,1.509350
7.92916,1.377950
7.93660,1.510600
7.94404,1.252550
7.95148,1.300500
7.95892,1.358000
7.96635,1.413700
7.97379,1.406450
7.98123,1.296650
7.98867,1.254600
7.99611,1.278150
8.00354,1.311600
8.01098,1.188250
8.01842,1.241450
8.02586,1.191900
8.03330,1.379800
8.04074,1.351200
8.04817,1.346900
8.05561,1.341950
8.06305,1.331350
8.07049,1.361300
8.07793,1.397900
8.08537,1.349450
8.09280,1.370950
8.10024,1.188250
8.10768,1.310600
8.11512,1.255300
8.12256,1.130000
8.12999,1.139400
8.13743,1.234150
8.14487,1.200700
8.15231,1.122750
8.15975,1.190100
8.16719,1.175100
8.17462,1.289900
8.18206,1.171200
8.18950,1.241450
8.19694,1.286400
8.20438,1.234150
8.21182,1.179000
8.21925,1.108750
8.22669,1.146100
8.23413,1.217250
8.24157,1.037750
8.24901,1.331350
8.25644,1.200700
8.26388,1.053595
8.27132,1.150500
8.27876,1.135900
8.28620,1.160100
8.29364,1.115200
8.30107,1.188250
8.30851,1.204100
8.31595,1.127620
8.32339,1.145000
8.33083,1.093750
8.33827,1.127650
8.34570,1.077650
8.35314,1.161100
8.36058,1.172150
8.36802,1.127650
8.37546,1.077650
8.38289,0.972245
8.39033,1.145000
8.39777,1.034070
8.40521,1.108750
8.41265,0.922535
8.42009,1.127650
8.42752,0.826605
8.43496,1.065170
8.44240,1.190100
8.44984,1.041400
8.45728,1.024600
8.46472,1.160100
8.47215,1.112650
8.47959,1.039600
8.48703,1.000000
8.49447,0.962150
8.50191,1.039600
8.50934,1.024600
8.51678,1.066745
8.52422,0.962150
8.53166,1.050170
8.53910,1.167250
8.54654,0.991145
8.55397,1.242850
8.56141,0.997820
8.56885,0.922550
8.57629,0.539590
8.58373,0.874095
8.59117,0.889075
8.59860,0.801030
8.60604,1.008495
8.61348,0.972245
8.62092,0.951545
8.62836,0.849485
8.63579,0.826605
8.64323,0.811625
8.65067,1.093750
8.65811,0.962150
8.66555,0.801030
8.67299,1.093750
8.68042,0.899670
8.68786,1.113900
8.69530,0.826605
8.70274,1.096550
8.71018,1.190100
8.71762,1.096550
8.72505,0.759260
8.73249,1.088050
8.73993,0.995600
8.74737,0.866195
8.75481,0.928665
8.76224,0.801030
8.76968,0.995600
8.77712,0.951545
8.78456,1.102050
8.79200,0.811625
8.79944,0.922550
8.80687,0.772035
8.81431,0.690105
8.82175,0.821730
8.82919,0.801030
8.83663,1.008495
8.84407,0.972245
8.85150,0.909775
8.85894,0.928675
8.86638,0.801030
8.87382,0.962150
8.88126,0.988885
8.88869,0.951545
8.89613,0.977120
8.90357,0.874095
8.91101,0.573065
8.91845,0.928675
8.92589,1.008495
8.93332,0.922550
8.94076,1.000000
8.94820,0.946025
8.95564,0.650515
8.96308,0.943250
8.97052,0.899670
8.97795,0.922550
8.98539,0.772035
8.99283,0.962150
9.00027,0.889075
9.00771,0.928665
9.01515,0.889075
9.02258,0.772035
9.03002,0.840620
9.03746,0.991145
9.04490,0.909775
9.05234,0.889075
9.05977,0.811625
9.06721,1.112650
9.07465,0.991145
9.08209,1.145000
9.08953,1.077650
9.09697,0.866195
9.10440,0.997820
9.11184,0.903090
9.11928,0.826605
9.12672,0.772035
9.13416,0.928665
9.14160,0.539590
9.14903,0.661110
9.15647,0.801030
9.16391,0.451545
9.17135,0.962150
9.17879,0.811625
9.18622,0.943250
9.19366,0.889080
9.20110,0.811625
9.20854,0.698970
9.21598,0.588045
9.22342,0.909775
9.23085,1.016720
9.23829,0.840620
9.24573,0.588045
9.25317,0.899670
9.26061,0.870185
9.26805,0.995600
9.27548,0.738560
9.28292,0.951545
9.29036,0.922535
9.29780,1.034070
9.30524,1.039600
9.31267,0.811625
9.32011,0.899670
9.32755,0.899670
9.33499,0.951545
9.34243,0.977120
9.34987,0.909775
9.35730,0.539590
9.36474,0.723580
9.37218,0.840620
9.37962,0.977120
9.38706,0.801030
9.39450,0.811625
9.40193,1.016720
9.40937,0.661110
9.41681,0.951545
9.42425,0.811625
9.43169,0.928675
9.43912,0.840620
9.44656,0.977125
9.45400,0.752575
9.46144,0.801030
9.46888,0.874095
9.47632,0.723580
9.48375,0.874095
9.49119,0.870185
9.49863,0.801030
9.50607,0.874095
9.51351,0.772035
9.52095,0.778150
9.52838,0.889075
9.53582,0.972245
9.54326,0.772035
9.55070,0.738560
9.55814,0.801030
9.56557,0.954240
9.57301,0.811625
9.58045,1.039600
9.58789,0.778150
9.59533,0.874095
9.60277,0.870185
9.61020,0.977120
9.61764,0.899670
9.62508,0.772035
9.63252,1.050170
9.63996,1.053595
9.64740,0.811625
9.65483,0.840620
9.66227,0.738560
9.66971,0.903090
9.67715,0.889075
9.68459,0.738560
9.69202,0.899670
9.69946,0.922535
9.70690,0.738560
9.71434,0.874095
9.72178,0.995600
9.72922,0.826605
9.73665,0.840620
9.74409,0.946025
9.75153,0.922550
9.75897,0.928665
9.76641,0.962125
9.77385,0.778150
9.78128,0.826605
9.78872,0.627635
9.79616,0.650515
9.80360,0.752575
9.81104,0.738560
9.81847,0.928665
9.82591,0.650515
9.83335,0.943250
9.84079,0.778150
9.84823,0.899670
9.85567,0.866195
9.86310,0.752575
9.87054,0.840620
9.87798,0.849485
9.88542,0.874095
9.89286,0.698970
9.90030,0.811625
9.90773,0.874095
9.91517,0.772035
9.92261,0.840620
9.93005,0.602060
9.93749,0.922550
9.94492,0.772035
9.95236,0.840620
9.95980,0.928665
9.96724,0.752575
9.97468,0.650515
9.98212,0.928665
9.98955,0.778150
9.99699,0.759260
10.0044,0.738560
10.0119,0.690105
10.0193,0.772035
10.0267,0.627635
10.0342,0.928675
10.0416,0.738560
10.0491,0.821730
10.0565,0.943250
10.0639,0.759260
10.0714,1.020700
10.0788,0.889075
10.0863,0.723580
10.0937,0.899670
10.1011,0.811625
10.1086,0.723580
10.1160,0.840620
10.1234,0.977120
10.1309,0.539600
10.1383,0.866195
10.1458,0.723580
10.1532,0.752575
10.1606,0.951545
10.1681,1.016720
10.1755,0.650515
10.1829,0.690105
10.1904,1.020700
10.1978,0.588045
10.2053,0.738560
10.2127,0.698970
10.2201,0.801030
10.2276,0.588045
10.2350,0.723580
10.2425,0.690105
10.2499,0.349485
10.2573,0.539590
10.2648,0.650515
10.2722,0.801030
10.2796,0.772035
10.2871,0.723580
10.2945,0.627635
10.3020,0.477120
10.3094,0.690105
10.3168,0.500000
10.3243,0.627635
10.3317,0.588045
10.3392,0.661110
10.3466,0.874095
10.3540,0.772035
10.3615,0.539590
10.3689,0.723580
10.3763,0.661110
10.3838,0.772035
10.3912,0.715680
10.3987,0.723580
10.4061,0.979500
10.4135,0.698970
