sol,planetocentric_latitude,planetodetic_latitude,longitude,elevation
952,-4.664622728,-4.719774564,137.376285449,-4451.824
952,-4.66462864,-4.719780545,137.376276323,-4451.831
952,-4.664634164,-4.719786134,137.376267525,-4451.827
952,-4.664639968,-4.719792007,137.37625841,-4451.809
952,-4.664645444,-4.719797546,137.376250665,-4451.807
952,-4.664651062,-4.71980323,137.376243188,-4451.81
952,-4.664655726,-4.719807949,137.376233952,-4451.799
952,-4.664658526,-4.719810781,137.376237223,-4451.812
952,-4.664661997,-4.719814294,137.376227484,-4451.784
952,-4.664665531,-4.719817869,137.376229365,-4451.83
952,-4.664667829,-4.719820194,137.37621933,-4451.768
952,-4.664670317,-4.719822711,137.376219168,-4451.794
952,-4.664671746,-4.719824157,137.376209055,-4451.729
952,-4.664673244,-4.719825672,137.37619484,-4451.637
952,-4.664673581,-4.719826013,137.376182888,-4451.588
952,-4.664673268,-4.719825696,137.376162361,-4451.581
952,-4.664673214,-4.719825642,137.376161315,-4451.583
952,-4.6646737,-4.719826133,137.376161234,-4451.597
952,-4.664678086,-4.719830571,137.376145287,-4451.709
952,-4.664682155,-4.719834687,137.376128824,-4451.844
952,-4.664686182,-4.719838761,137.376112352,-4451.98
952,-4.66469018,-4.719842807,137.376096394,-4452.083
952,-4.664694335,-4.71984701,137.376079938,-4452.169
952,-4.664698327,-4.719851049,137.376063684,-4452.231
952,-4.664702063,-4.719854829,137.376047704,-4452.27
952,-4.664705699,-4.719858508,137.376032549,-4452.274
952,-4.664709451,-4.719862303,137.37601679,-4452.293
952,-4.664713188,-4.719866084,137.376001271,-4452.29
952,-4.664717154,-4.719870096,137.375986054,-4452.303
952,-4.664721143,-4.719874132,137.375970127,-4452.318
952,-4.664724873,-4.719877906,137.375954061,-4452.339
952,-4.664728524,-4.7198816,137.375939022,-4452.331
952,-4.664732357,-4.719885478,137.375924058,-4452.323
952,-4.664734953,-4.719888104,137.375911785,-4452.315
952,-4.664737637,-4.71989082,137.375895683,-4452.34
952,-4.664740162,-4.719893375,137.375879293,-4452.38
952,-4.664742856,-4.7198961,137.375862849,-4452.395
952,-4.664744866,-4.719898133,137.375850021,-4452.38
952,-4.664745091,-4.719898361,137.375850684,-4452.395
952,-4.664745103,-4.719898373,137.375851224,-4452.38
952,-4.664745282,-4.719898554,137.375851358,-4452.383
952,-4.664745661,-4.719898938,137.37585142,-4452.383
952,-4.664761992,-4.71991546,137.375847816,-4452.476
952,-4.664778455,-4.719932116,137.375844305,-4452.549
952,-4.664794644,-4.719948495,137.37584071,-4452.601
952,-4.664810523,-4.71996456,137.375837361,-4452.604
952,-4.664825745,-4.71997996,137.375833803,-4452.595
952,-4.664840992,-4.719995386,137.375830558,-4452.578
952,-4.664856888,-4.720011468,137.37582711,-4452.57
952,-4.664872636,-4.720027401,137.375823681,-4452.621
952,-4.664885133,-4.720040044,137.375820537,-4452.661
952,-4.664901114,-4.720056212,137.375816024,-4452.706
952,-4.66491657,-4.720071849,137.375811647,-4452.725
952,-4.664929897,-4.720085332,137.375807855,-4452.727
952,-4.664930727,-4.720086172,137.375807601,-4452.728
952,-4.664930372,-4.720085812,137.375807385,-4452.729
952,-4.664930388,-4.720085829,137.375807391,-4452.727
952,-4.66494169,-4.720097264,137.375796476,-4452.76
952,-4.664953436,-4.720109148,137.375784878,-4452.81
952,-4.664965482,-4.720121335,137.375773258,-4452.867
952,-4.664977141,-4.72013313,137.375761993,-4452.907
952,-4.664989152,-4.720145281,137.375750509,-4452.935
952,-4.664998352,-4.720154589,137.375742036,-4452.939
952,-4.665010519,-4.720166899,137.375731841,-4452.91
952,-4.665024413,-4.720180955,137.375720445,-4452.83
952,-4.665025968,-4.720182529,137.375719129,-4452.824
952,-4.665051504,-4.720208364,137.375697676,-4452.752
952,-4.665077436,-4.7202346,137.375676701,-4452.844
952,-4.665101702,-4.72025915,137.375653853,-4452.85
952,-4.665123708,-4.720281414,137.375628912,-4452.673
952,-4.665169512,-4.720327755,137.375580754,-4452.436
952,-4.665194176,-4.720352708,137.375558332,-4452.39
952,-4.665216584,-4.720375379,137.375533566,-4452.38
952,-4.66524097,-4.720400051,137.375510813,-4452.415
952,-4.665276879,-4.72043638,137.375481683,-4452.46
952,-4.665302,-4.720461795,137.375459707,-4452.435
952,-4.665327515,-4.720487609,137.375438185,-4452.378
952,-4.665340534,-4.720500781,137.375427395,-4452.39
952,-4.665340534,-4.720500781,137.375427395,-4452.39
952,-4.665340534,-4.720500781,137.375427395,-4452.39
952,-4.665340534,-4.720500781,137.375427395,-4452.39
952,-4.665340534,-4.720500781,137.375427395,-4452.39
952,-4.665340534,-4.720500781,137.375427395,-4452.39
952,-4.665340534,-4.720500781,137.375427395,-4452.39
952,-4.665340534,-4.720500781,137.375427395,-4452.39
952,-4.665340534,-4.720500781,137.375427395,-4452.39
952,-4.665340534,-4.720500781,137.375427395,-4452.39
952,-4.665340534,-4.720500781,137.375427395,-4452.39
952,-4.665340534,-4.720500781,137.375427395,-4452.39
952,-4.665340534,-4.720500781,137.375427395,-4452.39
952,-4.665340534,-4.720500781,137.375427395,-4452.39
952,-4.665340534,-4.720500781,137.375427395,-4452.39
952,-4.665340534,-4.720500781,137.375427395,-4452.39
952,-4.665340534,-4.720500781,137.375427395,-4452.39
952,-4.665340534,-4.720500781,137.375427395,-4452.39
952,-4.665340534,-4.720500781,137.375427395,-4452.39
952,-4.665340534,-4.720500781,137.375427395,-4452.39
952,-4.665340534,-4.720500781,137.375427395,-4452.39
952,-4.665340534,-4.720500781,137.375427395,-4452.39
952,-4.665340534,-4.720500781,137.375427395,-4452.39
952,-4.665340534,-4.720500781,137.375427395,-4452.39
952,-4.665340534,-4.720500781,137.375427395,-4452.39
952,-4.665340534,-4.720500781,137.375427395,-4452.39
952,-4.665340534,-4.720500781,137.375427395,-4452.39
952,-4.665340534,-4.720500781,137.375427395,-4452.39
952,-4.665340534,-4.720500781,137.375427395,-4452.39
952,-4.665340534,-4.720500781,137.375427395,-4452.39
952,-4.665340534,-4.720500781,137.375427395,-4452.39
952,-4.665340534,-4.720500781,137.375427395,-4452.39
952,-4.665340534,-4.720500781,137.375427395,-4452.39
952,-4.665340534,-4.720500781,137.375427395,-4452.39
952,-4.665340534,-4.720500781,137.375427395,-4452.39
952,-4.665340534,-4.720500781,137.375427395,-4452.39
956,-4.665353486,-4.720513884,137.375416723,-4452.42
956,-4.665366629,-4.720527182,137.375406015,-4452.476
956,-4.66537673,-4.720537401,137.37539823,-4452.518
956,-4.665390174,-4.720551003,137.375388298,-4452.568
956,-4.665403682,-4.720564668,137.375378194,-4452.61
956,-4.665417379,-4.720578526,137.375368029,-4452.644
956,-4.665430378,-4.720591678,137.375358412,-4452.653
956,-4.665443693,-4.720605149,137.375348304,-4452.651
956,-4.665456945,-4.720618556,137.375338315,-4452.635
956,-4.665469981,-4.720631744,137.375328612,-4452.608
956,-4.665483479,-4.720645401,137.375318577,-4452.584
956,-4.665497979,-4.720660071,137.37530788,-4452.575
956,-4.665511533,-4.720673783,137.375298049,-4452.563
956,-4.665524894,-4.720687301,137.375288367,-4452.544
956,-4.665538508,-4.720701075,137.375278541,-4452.521
956,-4.66555179,-4.720714512,137.375269081,-4452.482
956,-4.66556478,-4.720727654,137.375259699,-4452.442
956,-4.665577539,-4.720740562,137.375250454,-4452.401
956,-4.665590389,-4.720753563,137.375241282,-4452.381
956,-4.665604292,-4.720767629,137.375231986,-4452.382
956,-4.66561828,-4.720781781,137.375222219,-4452.404
956,-4.665631894,-4.720795554,137.37521263,-4452.417
956,-4.665645458,-4.720809278,137.375203328,-4452.427
956,-4.665660327,-4.720824321,137.375193163,-4452.428
956,-4.665673702,-4.720837852,137.375184033,-4452.435
956,-4.665686648,-4.72085095,137.375174838,-4452.45
956,-4.665697551,-4.720861981,137.375167341,-4452.491
956,-4.665711709,-4.720876305,137.375158436,-4452.53
956,-4.665725941,-4.720890704,137.375149268,-4452.563
956,-4.665740102,-4.720905031,137.375140228,-4452.567
956,-4.665754077,-4.720919169,137.375131649,-4452.564
956,-4.665767682,-4.720932934,137.375123689,-4452.565
956,-4.665782579,-4.720948005,137.375114589,-4452.583
956,-4.665797018,-4.720962614,137.375105377,-4452.629
956,-4.66581108,-4.72097684,137.375096523,-4452.65
956,-4.665824737,-4.720990657,137.375087543,-4452.652
956,-4.66583842,-4.721004501,137.37507885,-4452.645
956,-4.665852658,-4.721018905,137.37506974,-4452.668
956,-4.665867164,-4.721033581,137.375060471,-4452.721
956,-4.665881541,-4.721048127,137.375050971,-4452.783
956,-4.665895712,-4.721062464,137.375041295,-4452.837
956,-4.66590633,-4.721073206,137.375034553,-4452.839
956,-4.665919535,-4.721086566,137.375027018,-4452.815
956,-4.665932149,-4.721099328,137.375019479,-4452.779
956,-4.665944952,-4.72111228,137.375011696,-4452.72
956,-4.665954953,-4.721122399,137.3750057,-4452.677
956,-4.665968345,-4.721135947,137.374998577,-4452.607
956,-4.665983451,-4.721151231,137.374991314,-4452.546
956,-4.665984205,-4.721151994,137.374990954,-4452.544
956,-4.665984076,-4.721151863,137.374991725,-4452.533
956,-4.665994128,-4.721162032,137.374980498,-4452.479
956,-4.666005135,-4.721173168,137.374968202,-4452.444
956,-4.666015548,-4.721183704,137.374956611,-4452.413
956,-4.666026628,-4.721194914,137.374944324,-4452.382
956,-4.666037529,-4.721205942,137.374932395,-4452.347
956,-4.666048559,-4.721217102,137.374920513,-4452.309
956,-4.666059393,-4.721228062,137.374909223,-4452.246
956,-4.666067517,-4.721236282,137.374900329,-4452.187
956,-4.666077716,-4.7212466,137.374888183,-4452.107
956,-4.666087368,-4.721256365,137.374876442,-4452.023
956,-4.666099906,-4.72126905,137.374861485,-4451.916
956,-4.666105518,-4.721274728,137.374854725,-4451.861
956,-4.666101678,-4.721270843,137.374860102,-4451.901
956,-4.666099198,-4.721268334,137.374865912,-4451.93
956,-4.666097976,-4.721267097,137.374872034,-4451.953
956,-4.666097964,-4.721267085,137.374878529,-4451.978
956,-4.666097672,-4.72126679,137.3748789,-4451.977
956,-4.666097396,-4.721266511,137.374878946,-4451.97
956,-4.666097261,-4.721266374,137.37487892,-4451.965
956,-4.66609709,-4.721266201,137.37487902,-4451.964
956,-4.666081646,-4.721250576,137.374871447,-4452.011
956,-4.666066272,-4.721235022,137.374864055,-4452.052
956,-4.666051184,-4.721219758,137.374856856,-4452.078
956,-4.66603648,-4.721204881,137.374850089,-4452.086
956,-4.666025539,-4.721193812,137.374844584,-4452.085
956,-4.666007702,-4.721175766,137.374834767,-4452.088
956,-4.666001136,-4.721169123,137.374830952,-4452.09
956,-4.666001136,-4.721169123,137.374830952,-4452.09
956,-4.666001136,-4.721169123,137.374830952,-4452.09
957,-4.665999509,-4.721167477,137.374815343,-4452.016
957,-4.665998477,-4.721166432,137.374800561,-4451.944
957,-4.665997385,-4.721165328,137.374784814,-4451.911
957,-4.665996396,-4.721164327,137.374768098,-4451.959
957,-4.665994969,-4.721162884,137.374748991,-4452.106
957,-4.665993624,-4.721161523,137.374732488,-4452.234
957,-4.665992243,-4.721160126,137.37471588,-4452.297
957,-4.665991055,-4.721158923,137.374699122,-4452.352
957,-4.665989853,-4.721157708,137.374682572,-4452.387
957,-4.665988384,-4.721156221,137.37466578,-4452.405
957,-4.665988354,-4.721156191,137.374665741,-4452.399
957,-4.66598845,-4.721156289,137.374645724,-4452.431
957,-4.665988429,-4.721156267,137.37464227,-4452.446
957,-4.665988694,-4.721156535,137.374642336,-4452.444
957,-4.665993842,-4.721161744,137.37462635,-4452.499
957,-4.6659991,-4.721167063,137.374610198,-4452.559
957,-4.666004601,-4.721172628,137.374593867,-4452.616
957,-4.666009771,-4.721177859,137.37457825,-4452.669
957,-4.666015051,-4.721183201,137.374562493,-4452.724
957,-4.666018583,-4.721186774,137.374549977,-4452.772
957,-4.666022585,-4.721190823,137.374533386,-4452.849
957,-4.666026848,-4.721195136,137.374516557,-4452.911
957,-4.666031037,-4.721199375,137.374501048,-4452.964
957,-4.666034574,-4.721202953,137.374487107,-4453.02
957,-4.666035205,-4.721203591,137.37448731,-4453.013
957,-4.6660347,-4.721203081,137.374469943,-4453.069
957,-4.666033898,-4.721202269,137.374456877,-4453.121
957,-4.666032524,-4.721200879,137.374440312,-4453.161
957,-4.66603128,-4.721199621,137.374423512,-4453.193
957,-4.666030339,-4.721198669,137.374407326,-4453.199
957,-4.666029796,-4.721198119,137.37439574,-4453.171
957,-4.666028714,-4.721197024,137.374384548,-4453.149
957,-4.666026781,-4.721195069,137.374370974,-4453.153
957,-4.666024642,-4.721192905,137.374358479,-4453.198
957,-4.666020569,-4.721188783,137.374338523,-4453.306
957,-4.666019288,-4.721187488,137.374332869,-4453.351
957,-4.666019972,-4.72118818,137.374331192,-4453.364
957,-4.666021036,-4.721189257,137.374315291,-4453.4
957,-4.666022168,-4.721190401,137.374302468,-4453.447
957,-4.666022661,-4.7211909,137.374291973,-4453.489
957,-4.666023019,-4.721191262,137.374275482,-4453.575
957,-4.666023177,-4.721191422,137.374257888,-4453.705
957,-4.666023069,-4.721191313,137.374241018,-4453.804
957,-4.666023002,-4.721191246,137.374223808,-4453.882
957,-4.666023588,-4.721191838,137.374206787,-4453.948
957,-4.666023616,-4.721191867,137.37419373,-4453.991
957,-4.666023012,-4.721191255,137.374176779,-4454.052
957,-4.666022726,-4.721190966,137.374159646,-4454.115
957,-4.666022143,-4.721190376,137.374142283,-4454.154
957,-4.666021553,-4.721189779,137.374122334,-4454.184
957,-4.666021575,-4.721189801,137.374118572,-4454.184
957,-4.666022062,-4.721190294,137.374102384,-4454.196
957,-4.666023263,-4.721191509,137.374088938,-4454.197
957,-4.666024343,-4.721192601,137.374077356,-4454.203
957,-4.666024709,-4.721192972,137.37406486,-4454.222
957,-4.666024752,-4.721193016,137.374048489,-4454.239
957,-4.666024502,-4.721192762,137.374032286,-4454.246
957,-4.666024363,-4.721192622,137.374015476,-4454.236
957,-4.666024342,-4.721192601,137.373999508,-4454.216
957,-4.666024042,-4.721192298,137.37398339,-4454.191
957,-4.666023996,-4.721192251,137.37397128,-4454.182
957,-4.666023211,-4.721191456,137.3739542,-4454.176
957,-4.666022604,-4.721190843,137.373937746,-4454.158
957,-4.666022379,-4.721190615,137.373937487,-4454.163
957,-4.666020756,-4.721188973,137.373916999,-4454.152
957,-4.666019873,-4.72118808,137.373908381,-4454.159
957,-4.666020066,-4.721188275,137.373909106,-4454.145
957,-4.666023178,-4.721191423,137.373892005,-4454.185
957,-4.66602632,-4.721194602,137.373875682,-4454.256
957,-4.666030418,-4.721198748,137.373855356,-4454.345
957,-4.666031605,-4.721199949,137.373850655,-4454.372
957,-4.666035144,-4.721203529,137.373834388,-4454.445
957,-4.666037303,-4.721205713,137.373821616,-4454.491
957,-4.66603983,-4.72120827,137.37380493,-4454.56
957,-4.666042496,-4.721210967,137.373788263,-4454.62
957,-4.66604636,-4.721214877,137.373767761,-4454.672
957,-4.666046501,-4.72121502,137.373767007,-4454.67
958,-4.666046949,-4.721215473,137.37376766,-4454.66
958,-4.666047479,-4.721216009,137.373768303,-4454.662
958,-4.666047987,-4.721216523,137.373768866,-4454.657
958,-4.666048911,-4.721217458,137.373769196,-4454.66
958,-4.666049475,-4.721218028,137.373769274,-4454.658
958,-4.666037894,-4.721206311,137.373761369,-4454.648
958,-4.666028888,-4.7211972,137.373755154,-4454.64
958,-4.666018947,-4.721187142,137.373748642,-4454.664
958,-4.666005707,-4.721173748,137.373740377,-4454.677
958,-4.665991956,-4.721159836,137.373732145,-4454.715
958,-4.665978036,-4.721145752,137.373723999,-4454.754
958,-4.665967324,-4.721134914,137.373717685,-4454.783
958,-4.665952932,-4.721120354,137.373709925,-4454.813
958,-4.665939642,-4.721106908,137.373702635,-4454.818
958,-4.665927019,-4.721094137,137.373695277,-4454.826
958,-4.665916856,-4.721083855,137.373689706,-4454.822
958,-4.665903035,-4.721069872,137.373682442,-4454.814
958,-4.665885454,-4.721052086,137.373672711,-4454.815
958,-4.665879171,-4.721045729,137.373669297,-4454.812
958,-4.665879377,-4.721045937,137.373669061,-4454.81
958,-4.665879742,-4.721046306,137.37366898,-4454.806
958,-4.665880006,-4.721046574,137.37366853,-4454.792
958,-4.665880112,-4.721046681,137.373668593,-4454.803
958,-4.665880105,-4.721046674,137.373668595,-4454.808
958,-4.665880252,-4.721046822,137.373668351,-4454.812
958,-4.665889737,-4.721056419,137.373654268,-4454.906
958,-4.665899385,-4.721066179,137.373640402,-4454.966
958,-4.66590854,-4.721075442,137.373627176,-4454.971
958,-4.665914871,-4.721081847,137.373617977,-4454.927
958,-4.665921967,-4.721089026,137.373607118,-4454.846
958,-4.665928842,-4.721095982,137.373596437,-4454.737
958,-4.665933824,-4.721101022,137.373588033,-4454.648
958,-4.665939549,-4.721106814,137.37357732,-4454.527
958,-4.665944549,-4.721111872,137.373566484,-4454.398
958,-4.665948927,-4.721116302,137.373557675,-4454.295
958,-4.665957403,-4.721124877,137.373542181,-4454.079
958,-4.665961715,-4.72112924,137.373534254,-4453.964
958,-4.665962233,-4.721129764,137.373533198,-4453.95
960,-4.665962172,-4.721129703,137.373533381,-4453.945
960,-4.665961835,-4.721129361,137.37353386,-4453.947
960,-4.665971828,-4.721139471,137.373526822,-4453.801
960,-4.665984558,-4.721152351,137.373517968,-4453.705
960,-4.665998531,-4.721166487,137.373508326,-4453.748
960,-4.666012093,-4.721180209,137.373498991,-4453.857
960,-4.666022457,-4.721190694,137.373491427,-4453.93
960,-4.666035516,-4.721203905,137.37348061,-4454.058
960,-4.666045616,-4.721214124,137.373472801,-4454.17
960,-4.666059537,-4.721228208,137.373463312,-4454.31
960,-4.666073546,-4.721242381,137.373453494,-4454.448
960,-4.666087567,-4.721256566,137.373443424,-4454.603
960,-4.666101586,-4.72127075,137.373433596,-4454.747
960,-4.666115346,-4.721284671,137.37342373,-4454.899
960,-4.666128981,-4.721298466,137.373414153,-4455.041
960,-4.666142906,-4.721312554,137.373404326,-4455.182
960,-4.666156768,-4.721326579,137.373394479,-4455.322
960,-4.66617065,-4.721340623,137.373384547,-4455.46
960,-4.666184445,-4.721354579,137.373374707,-4455.576
960,-4.666197987,-4.721368281,137.373364854,-4455.677
960,-4.666211606,-4.721382059,137.37335472,-4455.763
960,-4.666224687,-4.721395293,137.373345353,-4455.82
960,-4.666237878,-4.721408639,137.373335807,-4455.875
960,-4.666251122,-4.721422038,137.373325831,-4455.959
960,-4.666264913,-4.72143599,137.373315489,-4456.073
960,-4.666278028,-4.721449259,137.373305392,-4456.203
960,-4.666291707,-4.721463099,137.37329519,-4456.33
960,-4.666305508,-4.721477062,137.373284871,-4456.426
960,-4.66632206,-4.721493807,137.373272314,-4456.515
960,-4.666325027,-4.721496809,137.373270074,-4456.527
960,-4.666325065,-4.721496847,137.373270072,-4456.531
960,-4.666325135,-4.721496918,137.373269907,-4456.53
960,-4.666325153,-4.721496937,137.373269861,-4456.525
960,-4.666330766,-4.721502615,137.373254799,-4456.552
960,-4.666336241,-4.721508154,137.373239806,-4456.555
960,-4.666341579,-4.721513555,137.373224983,-4456.541
960,-4.666346419,-4.721518452,137.373210694,-4456.516
960,-4.666351646,-4.72152374,137.373195742,-4456.491
960,-4.6663571,-4.721529257,137.373180642,-4456.463
960,-4.666362096,-4.721534313,137.373166587,-4456.45
960,-4.666367129,-4.721539404,137.373153332,-4456.45
960,-4.666371098,-4.721543419,137.373142684,-4456.463
960,-4.666376185,-4.721548566,137.3731272,-4456.492
960,-4.666381262,-4.721553703,137.373113561,-4456.519
960,-4.666386661,-4.721559165,137.373099352,-4456.503
960,-4.666390782,-4.721563334,137.373088033,-4456.487
960,-4.666395561,-4.72156817,137.373072625,-4456.499
960,-4.66640058,-4.721573247,137.373056964,-4456.519
960,-4.666405804,-4.721578532,137.373038902,-4456.536
960,-4.666407272,-4.721580017,137.3730341,-4456.538
960,-4.666409735,-4.721582509,137.373026375,-4456.551
960,-4.666422293,-4.721595215,137.372995688,-4456.527
960,-4.666449785,-4.721623029,137.37293544,-4456.309
960,-4.666464158,-4.72163757,137.372905534,-4456.313
960,-4.666478733,-4.721652315,137.372875775,-4456.373
960,-4.666493603,-4.72166736,137.372846188,-4456.497
960,-4.666505503,-4.7216794,137.372815337,-4456.619
960,-4.66651412,-4.721688117,137.372783412,-4456.781
960,-4.666525491,-4.721699622,137.372752306,-4456.833
960,-4.666539521,-4.721713816,137.372722252,-4456.793
960,-4.666542253,-4.72171658,137.372715289,-4456.775
960,-4.666553401,-4.721727858,137.372684104,-4456.672
960,-4.666564781,-4.721739372,137.372650681,-4456.652
960,-4.666564781,-4.721739372,137.372650681,-4456.652
960,-4.666569413,-4.721744058,137.372617828,-4456.626
960,-4.666574105,-4.721748805,137.37258498,-4456.634
960,-4.666578575,-4.721753328,137.372552139,-4456.715
960,-4.666583582,-4.721758393,137.372519378,-4456.796
960,-4.666591531,-4.721766435,137.372453539,-4456.785
960,-4.666594764,-4.721769706,137.372420584,-4456.904
960,-4.666597642,-4.721772618,137.372387539,-4456.92
960,-4.666598246,-4.721773229,137.372379565,-4456.921
960,-4.666603048,-4.721778087,137.372346761,-4456.881
960,-4.666606464,-4.721781543,137.372313782,-4456.954
960,-4.666610088,-4.72178521,137.372280823,-4456.958
960,-4.666613364,-4.721788524,137.372247841,-4456.877
960,-4.666619429,-4.72179466,137.372215324,-4456.763
960,-4.666627603,-4.72180293,137.372183212,-4456.669
960,-4.666632689,-4.721808075,137.372161879,-4456.651
960,-4.666640221,-4.721815696,137.372129582,-4456.635
960,-4.666647612,-4.721823174,137.372097236,-4456.62
960,-4.666651296,-4.7218269,137.372081043,-4456.63
960,-4.666651296,-4.7218269,137.372081043,-4456.63
960,-4.666651296,-4.7218269,137.372081043,-4456.63
962,-4.666651296,-4.7218269,137.372081043,-4456.63
962,-4.666651429,-4.721827035,137.372080962,-4456.63
962,-4.666655036,-4.721830684,137.37207757,-4456.601
962,-4.666658884,-4.721834578,137.372074028,-4456.578
962,-4.666662474,-4.721838209,137.37207061,-4456.559
962,-4.666666395,-4.721842176,137.372067024,-4456.54
963,-4.666666327,-4.721842107,137.372066922,-4456.531
963,-4.666669999,-4.721845823,137.372060428,-4456.553
963,-4.666686058,-4.72186207,137.372031983,-4456.637
963,-4.666702276,-4.721878478,137.372003582,-4456.677
963,-4.666718456,-4.721894848,137.371975153,-4456.675
963,-4.666734751,-4.721911333,137.371946799,-4456.628
963,-4.666748844,-4.721925592,137.371917331,-4456.576
963,-4.666751356,-4.721928133,137.371910161,-4456.561
963,-4.666757283,-4.721934129,137.371895881,-4456.522
963,-4.666762575,-4.721939483,137.37188139,-4456.467
963,-4.666766956,-4.721943916,137.371870837,-4456.425
963,-4.666774934,-4.721951987,137.371853631,-4456.343
963,-4.666776417,-4.721953488,137.371850557,-4456.326
963,-4.66677627,-4.721953339,137.371850655,-4456.328
963,-4.666784459,-4.721961624,137.371838918,-4456.244
963,-4.666794154,-4.721971433,137.371825789,-4456.189
963,-4.666798947,-4.721976282,137.371819178,-4456.17
964,-4.66680879,-4.72198624,137.371806965,-4456.128
964,-4.666819202,-4.721996774,137.371794427,-4456.118
964,-4.666829409,-4.722007101,137.371781902,-4456.136
964,-4.666839712,-4.722017525,137.371768988,-4456.167
964,-4.666850333,-4.722028269,137.37175632,-4456.189
964,-4.666860324,-4.722038378,137.371743757,-4456.208
964,-4.666870344,-4.722048516,137.371730621,-4456.249
964,-4.666880509,-4.7220588,137.371717487,-4456.297
964,-4.666892577,-4.722071009,137.371701816,-4456.364
964,-4.666892839,-4.722071274,137.371701979,-4456.367
964,-4.666892862,-4.722071297,137.371701989,-4456.36
964,-4.666892919,-4.722071355,137.37170202,-4456.358
964,-4.666893072,-4.72207151,137.371702031,-4456.358
964,-4.666889642,-4.722068039,137.371686026,-4456.349
964,-4.666886183,-4.72206454,137.371669875,-4456.335
964,-4.666882603,-4.722060918,137.371653865,-4456.314
964,-4.666878964,-4.722057236,137.371638061,-4456.278
964,-4.666875192,-4.72205342,137.371622268,-4456.237
964,-4.666871296,-4.722049478,137.371606448,-4456.195
964,-4.666867323,-4.722045459,137.371591066,-4456.154
964,-4.666863159,-4.722041246,137.371574925,-4456.112
964,-4.666859043,-4.722037082,137.371559368,-4456.059
964,-4.666854999,-4.72203299,137.37154431,-4455.98
964,-4.666852109,-4.722030066,137.371532465,-4455.919
964,-4.666849023,-4.722026944,137.371517062,-4455.851
964,-4.666846276,-4.722024165,137.371501309,-4455.778
964,-4.666843298,-4.722021152,137.371486066,-4455.712
964,-4.666840671,-4.722018495,137.371470705,-4455.638
964,-4.666838268,-4.722016063,137.371458772,-4455.578
964,-4.666834344,-4.722012093,137.371443268,-4455.496
964,-4.666830369,-4.722008071,137.371428333,-4455.413
964,-4.666825763,-4.722003412,137.371411474,-4455.346
964,-4.666825348,-4.722002992,137.371409991,-4455.341
964,-4.666822106,-4.721999713,137.371398251,-4455.328
964,-4.666817332,-4.721994882,137.371382634,-4455.339
964,-4.66681135,-4.72198883,137.371366787,-4455.399
964,-4.666805253,-4.721982661,137.371351642,-4455.463
964,-4.666804714,-4.721982117,137.371351952,-4455.464
964,-4.666798904,-4.721976238,137.371331498,-4455.497
964,-4.666798643,-4.721975974,137.371330568,-4455.49
964,-4.666798644,-4.721975975,137.371330572,-4455.49
964,-4.666798644,-4.721975975,137.371330572,-4455.49
967,-4.666797721,-4.721975041,137.371330461,-4455.505
967,-4.666789406,-4.721966629,137.371290869,-4455.537
967,-4.666765001,-4.721941938,137.371256707,-4455.842
967,-4.666764545,-4.721941476,137.371256591,-4455.848
967,-4.666764083,-4.72194101,137.371256393,-4455.834
967,-4.666756692,-4.721933531,137.371240503,-4455.961
967,-4.666749863,-4.721926623,137.371225093,-4456.062
967,-4.666743379,-4.721920062,137.371209913,-4456.159
967,-4.666736535,-4.721913138,137.37119401,-4456.267
967,-4.666730076,-4.721906604,137.371177946,-4456.437
967,-4.666723348,-4.721899797,137.371162004,-4456.609
967,-4.666718356,-4.721894746,137.371149643,-4456.741
967,-4.666711849,-4.721888164,137.371132657,-4456.924
967,-4.666705715,-4.721881957,137.371116138,-4457.078
967,-4.66669983,-4.721876003,137.371099974,-4457.209
967,-4.666693618,-4.721869719,137.371083337,-4457.354
967,-4.666687391,-4.721863419,137.371067383,-4457.468
967,-4.666682689,-4.721858661,137.371055215,-4457.542
967,-4.666677415,-4.721853325,137.371039013,-4457.637
967,-4.666672355,-4.721848206,137.371023137,-4457.711
967,-4.666668429,-4.721844234,137.371011319,-4457.755
967,-4.666661494,-4.721837218,137.370991842,-4457.806
967,-4.66665983,-4.721835534,137.370987069,-4457.822
967,-4.666659845,-4.72183555,137.370986929,-4457.813
967,-4.666659715,-4.721835418,137.370986663,-4457.817
967,-4.666659847,-4.721835552,137.37098674,-4457.825
967,-4.666646937,-4.721822491,137.370976579,-4457.855
967,-4.666634108,-4.721809511,137.37096612,-4457.874
967,-4.666621369,-4.721796623,137.370955569,-4457.887
967,-4.666608731,-4.721783837,137.370945102,-4457.895
967,-4.666598829,-4.721773819,137.370937049,-4457.898
967,-4.666586092,-4.721760933,137.370927359,-4457.881
967,-4.666570943,-4.721745606,137.370915795,-4457.885
967,-4.666571328,-4.721745996,137.370915655,-4457.9
967,-4.66657139,-4.721746059,137.370915326,-4457.912
967,-4.666571488,-4.721746157,137.370915195,-4457.916
967,-4.666571657,-4.721746328,137.370914892,-4457.926
967,-4.666575063,-4.721749774,137.370898274,-4457.974
967,-4.666578417,-4.721753167,137.37088209,-4457.99
967,-4.666581722,-4.721756511,137.370865981,-4457.97
967,-4.666584909,-4.721759736,137.370850056,-4457.942
967,-4.666586972,-4.721761823,137.370837682,-4457.918
