sol,planetocentric_latitude,longitude,elevation
1800,-4.72265562,137.37277022,-4214.034
1800,-4.722666979,137.372760139,-4213.834
1800,-4.722676972,137.372750892,-4213.659
1800,-4.722686411,137.372741111,-4213.525
1800,-4.722695316,137.372732117,-4213.371
1800,-4.72270824,137.372720162,-4213.207
1800,-4.722715239,137.372714338,-4213.124
1800,-4.722716196,137.372713424,-4213.113
1800,-4.722714122,137.372714208,-4213.133
1800,-4.72271345,137.372714558,-4213.167
1800,-4.722723745,137.372714314,-4213.038
1800,-4.722733412,137.372714248,-4212.889
1800,-4.722745481,137.37271445,-4212.724
1800,-4.722765019,137.37271419,-4212.543
1800,-4.722772387,137.3727143,-4212.436
1800,-4.722773302,137.372714297,-4212.428
1800,-4.722785116,137.372714973,-4212.327
1800,-4.722800786,137.372716427,-4212.151
1800,-4.722816707,137.372717537,-4211.967
1800,-4.722832222,137.372718424,-4211.826
1800,-4.722847818,137.372719003,-4211.674
1800,-4.72286342,137.372719795,-4211.507
1800,-4.72287968,137.372720646,-4211.348
1800,-4.722898087,137.372721638,-4211.149
1800,-4.722900018,137.372721739,-4211.129
1800,-4.722899727,137.372721839,-4211.149
1800,-4.722915742,137.372719092,-4210.961
1800,-4.722930058,137.372717021,-4210.806
1800,-4.722942587,137.372714741,-4210.661
1800,-4.722953933,137.372712476,-4210.526
1800,-4.722967967,137.372710833,-4210.363
1800,-4.722981426,137.372710165,-4210.218
1800,-4.72299047,137.372710227,-4210.078
1800,-4.722992787,137.372710285,-4210.044
1800,-4.722990684,137.372710954,-4210.068
1800,-4.722989795,137.372711199,-4210.075
1800,-4.723003148,137.372705688,-4209.863
1800,-4.723015819,137.372700347,-4209.719
1800,-4.723029271,137.372694744,-4209.537
1800,-4.723043854,137.372688227,-4209.418
1800,-4.723057639,137.372682284,-4209.32
1800,-4.72307476,137.372674832,-4209.139
1800,-4.723076766,137.372673815,-4209.12
1800,-4.723077261,137.372673522,-4209.11
1802,-4.723091176,137.372665913,-4208.921
1802,-4.723098186,137.37266252,-4208.817
1802,-4.723095681,137.37266338,-4208.843
1802,-4.723095064,137.372663364,-4208.851
1802,-4.723094183,137.372664135,-4208.863
1802,-4.723097438,137.372648711,-4208.83
1802,-4.723100934,137.372636813,-4208.791
1802,-4.723106234,137.372621177,-4208.728
1802,-4.723111392,137.372606128,-4208.644
1802,-4.723110908,137.37260642,-4208.646
1802,-4.723110701,137.372606492,-4208.654
1802,-4.723110223,137.372606769,-4208.664
1802,-4.723123566,137.372600006,-4208.454
1802,-4.723136973,137.372593465,-4208.224
1802,-4.723150512,137.372586516,-4207.957
1802,-4.723159997,137.372581727,-4207.762
1802,-4.723162171,137.372580568,-4207.709
1802,-4.723162862,137.372580187,-4207.695
1802,-4.723172273,137.372575409,-4207.543
1802,-4.723185273,137.37256778,-4207.341
1802,-4.723197096,137.372561343,-4207.208
1802,-4.723215187,137.372551799,-4207.095
1802,-4.723219621,137.372549564,-4207.062
1802,-4.72321907,137.372549659,-4207.07
1802,-4.72321773,137.372549926,-4207.094
1802,-4.723226701,137.372533383,-4206.967
1802,-4.723228624,137.372529549,-4206.93
1807,-4.723236428,137.372513124,-4206.77
1807,-4.723242928,137.372500961,-4206.599
1807,-4.723243678,137.37249951,-4206.57
1807,-4.723242167,137.372499752,-4206.61
1807,-4.723241057,137.372500513,-4206.607
1807,-4.723240386,137.37250152,-4206.609
1807,-4.723240271,137.372501544,-4206.611
1807,-4.723247762,137.372515719,-4206.567
1807,-4.723251314,137.372522524,-4206.558
1807,-4.723252091,137.372528101,-4206.562
1807,-4.723254288,137.37254537,-4206.592
1807,-4.723255977,137.372560558,-4206.61
1807,-4.723258814,137.372580346,-4206.577
1807,-4.72325948,137.37258396,-4206.583
1807,-4.723256814,137.372583877,-4206.631
1807,-4.723254889,137.372584029,-4206.631
1807,-4.723267108,137.372591741,-4206.468
1807,-4.723279061,137.372599027,-4206.331
1807,-4.723291164,137.372605819,-4206.173
1807,-4.723300212,137.37261093,-4206.067
1807,-4.723311353,137.372617753,-4205.923
1807,-4.723324055,137.372624906,-4205.76
1807,-4.723335358,137.372631988,-4205.573
1807,-4.723342458,137.372636181,-4205.474
1807,-4.723349086,137.372640509,-4205.325
1807,-4.723347859,137.372640277,-4205.349
1807,-4.72336485,137.372646544,-4205.099
1807,-4.723370919,137.372649246,-4204.956
1807,-4.72337234,137.372649859,-4204.939
1807,-4.723371413,137.372650454,-4204.981
1807,-4.723370719,137.3726507,-4204.979
1807,-4.723377758,137.372663752,-4204.862
1807,-4.723383947,137.37267369,-4204.765
1807,-4.723392639,137.37268637,-4204.61
1807,-4.723400842,137.37269835,-4204.489
1807,-4.723398919,137.372697894,-4204.531
