sol,planetocentric_latitude,longitude,elevation
1400,-4.684577419,137.356275436,-4420.587
1400,-4.684577017,137.356275549,-4420.595
1400,-4.684576785,137.356275476,-4420.599
1400,-4.684592686,137.356271978,-4420.556
1400,-4.684608303,137.35626844,-4420.531
1400,-4.684623355,137.356264958,-4420.519
1400,-4.684638884,137.356261137,-4420.491
1400,-4.684654089,137.356257642,-4420.464
1400,-4.684669828,137.356253996,-4420.416
1400,-4.684684792,137.356250399,-4420.368
1400,-4.68469973,137.356246457,-4420.292
1400,-4.684711583,137.35624402,-4420.25
1400,-4.684729982,137.35624067,-4420.179
1400,-4.684733138,137.35624003,-4420.162
1400,-4.684732776,137.356238964,-4420.199
1400,-4.684729312,137.356222916,-4420.269
1400,-4.684726051,137.356207758,-4420.304
1400,-4.684721837,137.356188085,-4420.323
1400,-4.684720294,137.356181053,-4420.325
1400,-4.684720294,137.356181053,-4420.325
1400,-4.684720166,137.356181511,-4420.31
1401,-4.684716109,137.356184696,-4420.323
1401,-4.684713931,137.3561854,-4420.315
1401,-4.684730884,137.356186852,-4420.28
1401,-4.684747332,137.356188202,-4420.29
1401,-4.684763873,137.35618925,-4420.272
1401,-4.684780399,137.356190108,-4420.257
1401,-4.684797127,137.356191125,-4420.242
1401,-4.684814031,137.356192247,-4420.176
1401,-4.684829351,137.356192679,-4420.078
1401,-4.684843654,137.35619261,-4419.968
1401,-4.684856123,137.356192764,-4419.865
1401,-4.684872579,137.356193656,-4419.808
1401,-4.684888792,137.356194594,-4419.767
1401,-4.684904949,137.356196225,-4419.687
1401,-4.684916941,137.356197352,-4419.636
1401,-4.684932059,137.356197716,-4419.501
1401,-4.684947571,137.356198373,-4419.396
1401,-4.684958796,137.35619947,-4419.309
1401,-4.684976834,137.356201921,-4419.12
1401,-4.68497503,137.356201302,-4419.149
1401,-4.684974509,137.356201126,-4419.158
1401,-4.684974236,137.356201074,-4419.16
1401,-4.684988645,137.356193838,-4419.034
1401,-4.685001805,137.356186931,-4418.878
1401,-4.685014939,137.35618025,-4418.693
1401,-4.685028279,137.35617346,-4418.516
1401,-4.685044959,137.356164443,-4418.281
1401,-4.685050382,137.356161369,-4418.215
