sol,planetocentric_latitude,longitude,elevation
125,-4.589865045,137.449276988,-4520.001
125,-4.589864866,137.449277511,-4519.995
125,-4.589864864,137.449277723,-4519.985
125,-4.589862141,137.44928999,-4520.049
125,-4.589859102,137.449301909,-4520.074
125,-4.589856636,137.449313817,-4520.129
125,-4.589854152,137.449325242,-4520.179
125,-4.589853858,137.449324453,-4520.158
125,-4.589847888,137.449334724,-4520.195
125,-4.589842001,137.449344897,-4520.236
125,-4.58983567,137.449355695,-4520.27
125,-4.589830035,137.449365668,-4520.33
125,-4.589823933,137.449376524,-4520.422
125,-4.589817496,137.449388129,-4520.552
125,-4.589811785,137.449398848,-4520.665
125,-4.589804151,137.449412717,-4520.764
125,-4.589796558,137.449426636,-4520.84
125,-4.5897886,137.449440989,-4520.901
125,-4.589780835,137.449455337,-4520.963
125,-4.589772811,137.449469559,-4521.016
125,-4.589764964,137.449483737,-4521.069
125,-4.589764964,137.449483737,-4521.069
125,-4.589743485,137.449458315,-4521.107
125,-4.589722058,137.449432843,-4521.039
125,-4.589700695,137.449407327,-4520.958
125,-4.589679427,137.449381702,-4520.923
125,-4.589658145,137.449356082,-4520.928
125,-4.589636715,137.449330598,-4520.89
125,-4.589636715,137.449330598,-4520.89
125,-4.589636715,137.449330598,-4520.89
125,-4.589636715,137.449330598,-4520.89
127,-4.589636715,137.449330598,-4520.89
127,-4.589643304,137.449345637,-4520.925
127,-4.58964961,137.449360458,-4520.944
127,-4.589656548,137.449375267,-4520.965
127,-4.589663578,137.449388806,-4520.961
127,-4.589671024,137.449403718,-4520.975
127,-4.589678527,137.449418239,-4521.024
127,-4.589679116,137.44941943,-4521.023
127,-4.589679116,137.44941943,-4521.023
127,-4.589645801,137.449416143,-4521.081
127,-4.589612513,137.449412877,-4521.196
127,-4.589579188,137.449409607,-4521.269
127,-4.589545837,137.449406442,-4521.31
127,-4.589512494,137.449403131,-4521.308
127,-4.589479201,137.449399349,-4521.315
127,-4.589445871,137.449395923,-4521.328
127,-4.589412529,137.449392629,-4521.306
127,-4.589379169,137.44938954,-4521.291
127,-4.589345788,137.449386717,-4521.33
127,-4.589312402,137.449383871,-4521.333
127,-4.589312402,137.449383871,-4521.333
127,-4.589305868,137.449383916,-4521.336
127,-4.589286073,137.449384057,-4521.331
127,-4.589266357,137.449384583,-4521.309
127,-4.589266357,137.449384583,-4521.309
127,-4.589250412,137.44938399,-4521.316
127,-4.589233634,137.449383519,-4521.314
127,-4.589230302,137.449383387,-4521.32
127,-4.589230302,137.449383386,-4521.32
127,-4.589230302,137.449383387,-4521.32
130,-4.589230598,137.449383552,-4521.3
130,-4.589230706,137.449383676,-4521.283
130,-4.589230551,137.449383692,-4521.305
130,-4.589213916,137.449384364,-4521.277
130,-4.589205832,137.449384779,-4521.249
130,-4.58919789,137.449385321,-4521.219
130,-4.589181354,137.449385968,-4521.162
130,-4.589164427,137.449386647,-4521.117
130,-4.589148821,137.449387668,-4521.047
130,-4.589137227,137.449388192,-4520.987
130,-4.589137138,137.449388108,-4520.986
130,-4.589136998,137.44938809,-4520.991
130,-4.589136884,137.449388042,-4520.99
130,-4.589136884,137.449388042,-4520.99
130,-4.589136889,137.449387958,-4520.99
133,-4.589151232,137.449398544,-4521.082
133,-4.589164342,137.449408682,-4521.183
133,-4.589164562,137.449408665,-4521.195
133,-4.589164919,137.449409431,-4521.201
133,-4.589164966,137.449409901,-4521.202
133,-4.589165102,137.449409825,-4521.194
133,-4.589165118,137.449410008,-4521.182
133,-4.589165236,137.449409952,-4521.185
133,-4.589165279,137.449409919,-4521.182
133,-4.589180182,137.449402297,-4521.196
133,-4.589195053,137.449394684,-4521.226
133,-4.589210229,137.449387217,-4521.243
133,-4.589224879,137.449379729,-4521.251
133,-4.589239069,137.449372563,-4521.242
133,-4.589253575,137.449365122,-4521.207
133,-4.589267721,137.449357408,-4521.207
133,-4.589282698,137.449349031,-4521.196
133,-4.589296447,137.449341633,-4521.185
133,-4.58931041,137.44933411,-4521.163
133,-4.589325469,137.449325984,-4521.175
133,-4.589339257,137.449319455,-4521.176
133,-4.589354245,137.449312466,-4521.16
133,-4.589369582,137.449305187,-4521.155
133,-4.589384736,137.449297922,-4521.123
133,-4.58939875,137.449291047,-4521.11
133,-4.589413882,137.449283833,-4521.082
133,-4.58942856,137.44927699,-4521.077
133,-4.589442873,137.449269923,-4521.046
133,-4.589442937,137.449269914,-4521.041
133,-4.589457865,137.449261249,-4521.004
133,-4.589462762,137.449258388,-4520.998
133,-4.589462762,137.449258388,-4520.998
133,-4.589462863,137.449258443,-4521.0
147,-4.589462739,137.449258477,-4520.999
147,-4.589476675,137.449250901,-4520.962
147,-4.589490618,137.449243349,-4520.914
147,-4.589504725,137.449235618,-4520.875
147,-4.589505444,137.449235212,-4520.87
147,-4.589505444,137.449235212,-4520.87
147,-4.589505444,137.449235212,-4520.87
147,-4.589505444,137.449235212,-4520.87
151,-4.589515854,137.449230691,-4520.79
151,-4.589515854,137.449230691,-4520.79
151,-4.589515854,137.449230691,-4520.79
152,-4.589514628,137.449231242,-4520.787
152,-4.589531391,137.449230073,-4520.78
152,-4.589531476,137.449229721,-4520.778
152,-4.589546245,137.449224685,-4520.71
152,-4.58955167,137.449222728,-4520.68
152,-4.58955167,137.449222728,-4520.68
